"POINT_ID"|"PTotal"|"Country"|"LONG"|"LAT"|"geom_X"|"geom_Y"
53544528|669.95|"Finland"|30.2867999999201|62.4992899998337|5353998.35445852|4528001.91823441
53561644|703.13|"Greece"|21.6078499996778|37.1622400001759|5355999.2679414|1643999.42567169
53561932|178.89|"Greece"|22.0652799996723|39.7390999998652|5355999.03455395|1931998.84589483
53562382|315.21|"Bulgaria"|22.8898400000001|43.7436000000001|5355999.89317191|2382000.45058045
53562396|457.11|"Romania"|22.91789|43.8677499999999|5355996.4052697|2395996.51316154
53562426|628.65|"Romania"|22.9787000000001|44.1338000000001|5355999.85541012|2426000.57506365
53562444|502.61|"Romania"|23.01551|44.2933600000001|5355999.40168538|2444000.53559688
53562498|399.89|"Romania"|23.1276100000001|44.77181|5355999.44605795|2498000.94957823
53562534|635.81|"Romania"|23.2037800000001|45.0905700000001|5356002.19368008|2534000.13891468
53562634|410.56|"Romania"|23.42134|45.97526|5355998.08163982|2634001.1429876
53562702|378.63|"Romania"|23.5746899999999|46.57615|5356000.62193721|2701999.29223052
53562804|449.25|"Romania"|23.81324|47.4765200000001|5356000.80033086|2804000.43097044
53562846|966.82|"Romania"|23.91455|47.8469000000001|5355998.68435387|2845999.16080948
53563756|1510.85|"Latvia"|26.6757799998472|55.8210899996038|5355999.95860968|3755998.98659871
53563792|1302.72|"Latvia"|26.8128500004272|56.1344299999446|5355999.5184539|3791999.84674654
53563806|1611.51|"Latvia"|26.8668899995739|56.256240000076|5356000.56731039|3806000.96729966
53563828|573.93|"Latvia"|26.9534599996793|56.4481099997767|5356037.95091637|3828070.04858494
53563846|385.51|"Latvia"|27.023460000079|56.6040999996154|5355999.15737746|3846001.27494472
53564434|631.89|"Finland"|29.7848399995664|61.6876499997477|5356000.02205769|4433999.66006935
53564484|656.91|"Finland"|30.0675199997482|62.1169799998272|5355993.87306899|4484009.58841969
53564532|135.67|"Finland"|30.3475399995714|62.5283699999756|5355999.73013413|4531996.29581482
53564556|211.26|"Finland"|30.4909599998042|62.7339800001769|5356005.63825327|4556004.76186731
53564622|178.47|"Finland"|30.8964100003213|63.2984999995754|5355995.17816733|4622000.68325626
53581638|362.47|"Greece"|21.6209799999271|37.1056799999321|5357999.35712821|1637998.1371869
53581674|447.71|"Greece"|21.6754799996024|37.4284400003058|5357999.10381622|1673998.56220434
53582236|699.21|"Bulgaria"|22.6300600000001|42.44414|5358000.0516781|2236000.10195472
53582250|482.71|"Bulgaria"|22.6565899999999|42.56856|5357999.07287535|2249999.63330335
53582362|221.12|"Bulgaria"|22.8744|43.56307|5358000.49456791|2361999.8745393
53582452|286.63|"Romania"|23.05669|44.36112|5357998.1002333|2451999.24982413
53582520|456.43|"Romania"|23.199|44.9634700000001|5357998.74853717|2520001.91097168
53582728|304.49|"Romania"|23.66043|46.8024500000001|5358008.53868193|2727998.71481243
53582838|664.57|"Romania"|23.92141|47.773|5357999.70317231|2838000.04169027
53583764|307.86|"Latvia"|26.7371899998187|55.8865999997902|5357999.66310662|3764000.66261937
53583768|578.81|"Latvia"|26.7524300002444|55.9214099997718|5358002.74048357|3768000.83962079
53583786|500.34|"Latvia"|26.8211799996573|56.0780400003458|5358002.30754537|3785999.66552412
53583858|338.79|"Latvia"|27.1028999996353|56.7041499999226|5358000.16222519|3858000.29731519
53583912|669.69|"Latvia"|27.3215399999711|57.1732100002414|5358001.88873079|3911998.11903239
53584432|826.9|"Finland"|29.8099399996314|61.6654900003633|5358000.31440681|4432001.95542704
53584456|809.74|"Finland"|29.9445900001285|61.8715400001709|5358001.27210125|4455999.46725462
53601672|106.23|"Greece"|21.6944100002214|37.4075900001784|5359978.37152022|1671977.02703769
53601748|416.03|"Greece"|21.8122800003218|38.0885199997982|5359999.2506875|1747999.27769801
53601892|486.14|"Greece"|22.0444699995908|39.376180000107|5359996.87006255|1891998.9751408
53601946|239.97|"Greece"|22.1348999996353|39.8583200001679|5359999.68490525|1945998.71704197
53602436|605.55|"Romania"|23.0485|44.2161900000001|5360000.22146655|2436000.17526852
53602468|410.34|"Romania"|23.1146400000001|44.4997299999999|5360000.08607541|2467997.88583284
53602536|360.74|"Romania"|23.2581500000001|45.1019000000001|5360000.69702655|2535999.3163235
53602566|269.04|"Romania"|23.3212800000001|45.3671600000001|5359890.82702008|2565954.16298244
53602738|477.5|"Romania"|23.7094000000001|46.8874500000001|5359999.02062735|2737999.7619556
53603862|439.04|"Latvia"|27.1506900001435|56.7346400003358|5360000.69861719|3861999.47438432
53604498|1158.45|"Finland"|30.2218999999851|62.226780000097|5359996.90087704|4498002.27659056
53604520|256.13|"Finland"|30.3506900000435|62.4152900004332|5359996.97970566|4519999.11409129
53604556|317.35|"Finland"|30.5656099997018|62.7234900002634|5360008.39098475|4555995.14296722
53604606|118.62|"Finland"|30.8722599999991|63.1511600002339|5360005.59125859|4606001.72034378
53621638|378.84|"Greece"|21.6652700000105|37.1001999999301|5361998.99987704|1637999.89526365
53621656|388.03|"Greece"|21.6925200002978|37.261580000117|5361998.23898534|1655999.08447163
53621704|136.29|"Greece"|21.7661200003378|37.6917199997782|5361999.44751735|1703999.61196833
53621718|234.27|"Greece"|21.788560000044|37.8171499995728|5362062.76830531|1718013.36880743
53621722|680.68|"Greece"|21.794060000069|37.8529399997812|5361999.9070292|1722000.00709908
53621866|501.13|"Greece"|22.0244499999676|39.1410599997193|5362000.95256321|1866001.09928351
53621920|435.34|"Greece"|22.114100000015|39.6233500004022|5361999.54340386|1919998.5915936
53622366|580.37|"Bulgaria"|22.9312000000001|43.5923599999999|5361998.66049237|2365998.30632212
53622448|589.41|"Romania"|23.0979500000001|44.31941|5362001.39270148|2448001.91996366
53622456|739.13|"Romania"|23.1144900000001|44.39029|5361999.44611203|2456000.95836157
53622510|481.82|"Romania"|23.22777|44.86855|5362001.08619193|2509999.45983044
53622654|421.49|"Romania"|23.5425700000001|46.14225|5362000.35739539|2653998.57537767
53622730|475.35|"Romania"|23.7166300000001|46.81351|5362000.61531467|2729999.73537559
53622736|546.02|"Romania"|23.73061|46.86647|5362000.3915606|2735999.16195939
53623840|369.18|"Latvia"|27.0947600001739|56.5391999996803|5362000.59134778|3839999.40083401
53623848|403.49|"Latvia"|27.1264799997522|56.6087500000125|5361996.2136413|3848001.31754502
53624490|720.78|"Finland"|30.2122300001145|62.1531100004262|5361997.08232343|4490005.12862889
53624508|361.62|"Finland"|30.3171599997343|62.3073400000411|5362000.87979291|4508001.41728941
53641876|343.93|"Greece"|22.0637100001165|39.2275400001709|5363998.31500026|1875999.80307801
53641948|399.81|"Greece"|22.1843599998142|39.8703900000985|5363998.72121374|1947998.34242789
53641966|553.67|"Greece"|22.215060000019|40.0309900002883|5364000.21568833|1965997.75133028
53642278|855.08|"Bulgaria"|22.7825|42.8081900000001|5364000.18484021|2278000.61734373
53642470|631.98|"Romania"|23.1684099999999|44.5111400000001|5363998.99507585|2469998.67565167
53642572|480.95|"Romania"|23.3870400000001|45.4127800000001|5364091.01203703|2571874.43478079
53642678|390.47|"Romania"|23.6225200000001|46.351|5363999.06417469|2677997.1682466
53642714|350.86|"Romania"|23.70527|46.6689400000001|5364000.17512296|2713999.53521779
53642722|634.67|"Romania"|23.7238200000001|46.7395800000001|5363999.30779207|2722000.67753321
53642746|2311.95|"Romania"|23.77986|46.95141|5363997.99253905|2745999.23601707
53643818|1873.16|"Latvia"|27.0395599996943|56.3437500003623|5363999.68140819|3818001.38458397
53643926|395.03|"Latvia"|27.4759099997468|57.2817699999856|5363995.66611698|3926001.88898674
53644486|580.18|"Finland"|30.2258199999931|62.1136599996094|5364002.61432332|4486001.19614365
